timestamp,cpu_percent,ram_percent,cpu_freq
2026-02-08T11:53:54.059053,10.9,18.9,2100.0
2026-02-08T11:53:54.559844,4.0,18.9,2100.0
2026-02-08T11:53:55.060764,10.1,18.9,2100.0
2026-02-08T11:53:55.562409,8.6,18.9,2100.0
2026-02-08T11:53:56.063401,9.9,18.9,2100.0
2026-02-08T11:53:56.563966,6.9,18.9,2100.0
2026-02-08T11:53:57.064523,8.6,18.9,2100.0
2026-02-08T11:53:57.565933,12.7,18.9,2100.0
2026-02-08T11:53:58.066515,5.0,18.9,2100.0
2026-02-08T11:53:58.567335,6.0,18.9,2100.0
2026-02-08T11:53:59.068045,5.6,18.9,2100.0
2026-02-08T11:53:59.569624,7.7,18.9,2100.0
2026-02-08T11:54:00.070769,7.1,18.8,2100.0
2026-02-08T11:54:00.571399,10.5,18.8,2100.0
2026-02-08T11:54:01.071818,5.5,18.7,2100.0
2026-02-08T11:54:01.572237,8.1,18.7,2100.0
2026-02-08T11:54:02.073002,5.0,18.6,2100.0
2026-02-08T11:54:02.574491,7.8,18.6,2100.0
2026-02-08T11:54:03.074997,4.9,18.5,2100.0
2026-02-08T11:54:03.576060,7.0,18.5,2100.0
2026-02-08T11:54:04.077172,6.0,18.4,2100.0
2026-02-08T11:54:04.577631,9.3,18.3,2100.0
2026-02-08T11:54:05.078331,4.4,18.2,2100.0
2026-02-08T11:54:05.579092,7.7,18.1,2100.0
2026-02-08T11:54:06.080179,4.6,18.1,2100.0
2026-02-08T11:54:06.580649,6.8,18.0,2100.0
2026-02-08T11:54:07.081195,5.3,18.0,2100.0
2026-02-08T11:54:07.583439,12.1,17.9,2100.0
2026-02-08T11:54:08.084270,7.4,17.9,2100.0
2026-02-08T11:54:08.585502,12.9,17.9,2100.0
2026-02-08T11:54:09.086096,9.6,18.7,2100.0
2026-02-08T11:54:09.586660,12.2,20.0,2100.0
2026-02-08T11:54:10.088013,24.9,22.4,2100.0
2026-02-08T11:54:10.591806,89.1,26.9,2100.0
2026-02-08T11:54:11.100750,65.4,28.6,2100.0
2026-02-08T11:54:11.601575,26.2,28.5,2100.0
