timestamp,cpu_percent,ram_percent,cpu_freq
2026-02-08T12:08:15.093880,10.5,16.0,2100.0
2026-02-08T12:08:15.594466,5.4,16.0,2100.0
2026-02-08T12:08:16.095820,4.8,16.0,2100.0
2026-02-08T12:08:16.596802,4.9,16.0,2100.0
2026-02-08T12:08:17.099280,5.2,16.0,2100.0
2026-02-08T12:08:17.600356,8.2,16.0,2100.0
2026-02-08T12:08:18.101073,8.6,16.0,2100.0
2026-02-08T12:08:18.601655,9.2,16.0,2100.0
2026-02-08T12:08:19.102454,3.9,16.0,2100.0
2026-02-08T12:08:19.603044,7.8,16.0,2100.0
2026-02-08T12:08:20.103815,4.7,16.0,2100.0
2026-02-08T12:08:20.604395,6.2,16.0,2100.0
2026-02-08T12:08:21.105212,3.7,16.0,2100.0
2026-02-08T12:08:21.605681,4.6,16.0,2100.0
2026-02-08T12:08:22.106770,5.2,16.0,2100.0
2026-02-08T12:08:22.607741,6.4,16.0,2100.0
2026-02-08T12:08:23.108507,6.5,16.0,2100.0
2026-02-08T12:08:23.609401,7.9,16.0,2100.0
2026-02-08T12:08:24.110453,4.1,16.0,2100.0
2026-02-08T12:08:24.613568,5.4,16.0,2100.0
2026-02-08T12:08:25.114076,2.8,16.0,2100.0
2026-02-08T12:08:25.614984,6.9,16.0,2100.0
2026-02-08T12:08:26.116440,4.4,16.0,2100.0
2026-02-08T12:08:26.617119,7.8,16.0,2100.0
2026-02-08T12:08:27.118341,7.3,16.0,2100.0
2026-02-08T12:08:27.618955,11.7,16.0,2100.0
2026-02-08T12:08:28.138133,9.4,16.0,2100.0
2026-02-08T12:08:28.638763,5.7,16.0,2100.0
2026-02-08T12:08:29.139460,4.4,16.0,2100.0
2026-02-08T12:08:29.640136,4.7,16.0,2100.0
2026-02-08T12:08:30.140804,7.5,16.0,2100.0
2026-02-08T12:08:30.641525,6.1,16.0,2100.0
2026-02-08T12:08:31.142010,4.6,16.0,2100.0
2026-02-08T12:08:31.642926,5.0,16.0,2100.0
2026-02-08T12:08:32.143734,5.2,16.0,2100.0
2026-02-08T12:08:32.644162,4.8,16.0,2100.0
2026-02-08T12:08:33.144780,6.4,16.0,2100.0
2026-02-08T12:08:33.646717,9.3,16.0,2100.0
2026-02-08T12:08:34.147510,6.2,16.0,2100.0
2026-02-08T12:08:34.648566,6.1,16.0,2100.0
2026-02-08T12:08:35.149381,5.3,16.0,2100.0
2026-02-08T12:08:35.650425,4.5,16.0,2100.0
2026-02-08T12:08:36.151142,6.8,16.0,2100.0
2026-02-08T12:08:36.651715,8.3,16.0,2100.0
2026-02-08T12:08:37.152405,4.9,16.0,2100.0
2026-02-08T12:08:37.652741,7.4,16.0,2100.0
2026-02-08T12:08:38.153561,6.5,16.0,2100.0
2026-02-08T12:08:38.654779,10.0,16.0,2100.0
2026-02-08T12:08:39.155298,5.4,16.0,2100.0
2026-02-08T12:08:39.655837,5.9,16.0,2100.0
2026-02-08T12:08:40.156463,5.8,16.0,2100.0
2026-02-08T12:08:40.657124,7.8,16.0,2100.0
2026-02-08T12:08:41.157854,7.4,16.0,2100.0
2026-02-08T12:08:41.658940,5.3,16.0,2100.0
2026-02-08T12:08:42.159655,4.8,16.0,2100.0
2026-02-08T12:08:42.661622,6.4,16.0,2100.0
2026-02-08T12:08:43.162758,9.0,16.0,2100.0
2026-02-08T12:08:43.664471,15.1,16.0,2100.0
2026-02-08T12:08:44.165211,6.4,16.0,2100.0
2026-02-08T12:08:44.665962,4.5,16.0,2100.0
2026-02-08T12:08:45.166453,4.8,16.0,2100.0
2026-02-08T12:08:45.666914,5.6,16.0,2100.0
2026-02-08T12:08:46.167501,6.3,16.0,2100.0
2026-02-08T12:08:46.668574,6.1,16.0,2100.0
2026-02-08T12:08:47.169206,5.7,16.0,2100.0
2026-02-08T12:08:47.669838,5.9,16.0,2100.0
2026-02-08T12:08:48.170588,4.3,16.0,2100.0
2026-02-08T12:08:48.671370,5.2,16.0,2100.0
2026-02-08T12:08:49.172213,8.5,16.0,2100.0
2026-02-08T12:08:49.672656,8.9,16.0,2100.0
2026-02-08T12:08:50.173214,7.0,16.0,2100.0
2026-02-08T12:08:50.673719,5.6,16.0,2100.0
2026-02-08T12:08:51.174833,4.9,16.0,2100.0
2026-02-08T12:08:51.675579,4.2,16.0,2100.0
2026-02-08T12:08:52.175950,5.1,16.0,2100.0
2026-02-08T12:08:52.676672,4.1,16.0,2100.0
2026-02-08T12:08:53.178919,7.3,16.0,2100.0
2026-02-08T12:08:53.679346,6.3,16.0,2100.0
2026-02-08T12:08:54.180093,5.2,16.0,2100.0
2026-02-08T12:08:54.681075,4.7,16.0,2100.0
2026-02-08T12:08:55.181990,7.5,16.0,2100.0
2026-02-08T12:08:55.682497,3.8,15.9,2100.0
2026-02-08T12:08:56.182992,4.5,15.9,2100.0
2026-02-08T12:08:56.683925,6.1,15.9,2100.0
2026-02-08T12:08:57.184519,5.9,15.9,2100.0
2026-02-08T12:08:57.684932,5.8,15.9,2100.0
2026-02-08T12:08:58.185409,7.5,15.9,2100.0
2026-02-08T12:08:58.686169,5.7,15.9,2100.0
2026-02-08T12:08:59.187024,5.6,15.9,2100.0
2026-02-08T12:08:59.687601,5.0,15.9,2100.0
2026-02-08T12:09:00.188189,6.2,15.9,2100.0
2026-02-08T12:09:00.689226,7.2,15.9,2100.0
2026-02-08T12:09:01.189834,5.5,15.9,2100.0
2026-02-08T12:09:01.690318,5.9,15.9,2100.0
2026-02-08T12:09:02.191215,5.9,15.9,2100.0
2026-02-08T12:09:02.691899,5.4,15.9,2100.0
2026-02-08T12:09:03.192486,4.8,15.9,2100.0
2026-02-08T12:09:03.693331,7.3,15.9,2100.0
2026-02-08T12:09:04.194176,4.0,15.9,2100.0
2026-02-08T12:09:04.694816,5.4,15.9,2100.0
2026-02-08T12:09:05.195306,4.9,15.9,2100.0
2026-02-08T12:09:05.696139,6.5,15.9,2100.0
2026-02-08T12:09:06.196968,3.6,15.9,2100.0
2026-02-08T12:09:06.697406,8.3,15.9,2100.0
2026-02-08T12:09:07.199256,6.6,15.9,2100.0
2026-02-08T12:09:07.699954,5.7,15.9,2100.0
2026-02-08T12:09:08.200382,4.3,15.9,2100.0
2026-02-08T12:09:08.701465,9.4,15.9,2100.0
2026-02-08T12:09:09.202074,5.6,15.9,2100.0
2026-02-08T12:09:09.702798,7.0,15.9,2100.0
2026-02-08T12:09:10.203641,4.6,15.9,2100.0
2026-02-08T12:09:10.704160,5.3,16.0,2100.0
2026-02-08T12:09:11.205041,5.5,15.9,2100.0
2026-02-08T12:09:11.705841,7.7,16.0,2100.0
2026-02-08T12:09:12.206535,5.6,15.9,2100.0
2026-02-08T12:09:12.707593,6.2,15.9,2100.0
2026-02-08T12:09:13.208420,3.4,15.9,2100.0
2026-02-08T12:09:13.709125,7.0,15.9,2100.0
2026-02-08T12:09:14.211033,6.2,15.9,2100.0
2026-02-08T12:09:14.711873,6.4,15.9,2100.0
2026-02-08T12:09:15.212668,4.4,15.9,2100.0
2026-02-08T12:09:15.713827,9.1,15.9,2100.0
2026-02-08T12:09:16.214614,4.2,15.9,2100.0
2026-02-08T12:09:16.715372,4.7,16.0,2100.0
2026-02-08T12:09:17.216015,4.4,15.9,2100.0
2026-02-08T12:09:17.716622,6.5,15.9,2100.0
2026-02-08T12:09:18.217352,5.1,15.9,2100.0
2026-02-08T12:09:18.718152,9.0,15.9,2100.0
2026-02-08T12:09:19.218538,4.5,15.9,2100.0
2026-02-08T12:09:19.719244,6.6,15.9,2100.0
2026-02-08T12:09:20.220019,7.3,16.0,2100.0
2026-02-08T12:09:20.720873,5.7,15.9,2100.0
2026-02-08T12:09:21.221590,5.2,15.9,2100.0
2026-02-08T12:09:21.722358,5.6,15.9,2100.0
2026-02-08T12:09:22.223421,5.2,15.9,2100.0
2026-02-08T12:09:22.724283,8.0,16.0,2100.0
2026-02-08T12:09:23.224806,5.3,15.9,2100.0
2026-02-08T12:09:23.725565,7.2,15.9,2100.0
2026-02-08T12:09:24.226202,4.3,16.0,2100.0
2026-02-08T12:09:24.726674,8.0,15.9,2100.0
2026-02-08T12:09:25.228128,5.3,16.0,2100.0
2026-02-08T12:09:25.728710,6.7,16.0,2100.0
2026-02-08T12:09:26.229621,5.2,16.0,2100.0
2026-02-08T12:09:26.731229,4.7,16.0,2100.0
2026-02-08T12:09:27.231665,6.1,16.0,2100.0
2026-02-08T12:09:27.732860,6.6,16.0,2100.0
2026-02-08T12:09:28.233804,4.6,16.0,2100.0
2026-02-08T12:09:28.734381,5.6,16.0,2100.0
2026-02-08T12:09:29.235885,5.8,15.9,2100.0
2026-02-08T12:09:29.736716,5.2,16.0,2100.0
