timestamp,cpu_percent,ram_percent,cpu_freq
2026-02-08T12:07:22.039952,12.4,15.9,2100.0
2026-02-08T12:07:22.540534,7.0,15.9,2100.0
2026-02-08T12:07:23.041603,5.4,15.9,2100.0
2026-02-08T12:07:23.542460,7.8,15.9,2100.0
2026-02-08T12:07:24.042927,2.7,15.9,2100.0
2026-02-08T12:07:24.543701,4.1,15.9,2100.0
2026-02-08T12:07:25.044326,5.2,15.9,2100.0
2026-02-08T12:07:25.545257,5.7,16.0,2100.0
2026-02-08T12:07:26.047059,4.9,16.0,2100.0
2026-02-08T12:07:26.547885,7.8,16.0,2100.0
2026-02-08T12:07:27.048598,4.7,16.0,2100.0
2026-02-08T12:07:27.551225,7.5,16.0,2100.0
2026-02-08T12:07:28.051971,4.1,16.0,2100.0
2026-02-08T12:07:28.552790,7.1,16.0,2100.0
2026-02-08T12:07:29.053705,6.3,16.0,2100.0
2026-02-08T12:07:29.554301,9.8,16.0,2100.0
2026-02-08T12:07:30.055008,6.6,16.0,2100.0
2026-02-08T12:07:30.555472,9.2,16.0,2100.0
2026-02-08T12:07:31.056619,5.1,16.0,2100.0
2026-02-08T12:07:31.557166,7.7,16.0,2100.0
2026-02-08T12:07:32.057708,12.4,16.0,2100.0
2026-02-08T12:07:32.558087,9.7,16.0,2100.0
2026-02-08T12:07:33.059091,5.7,16.0,2100.0
2026-02-08T12:07:33.559902,11.9,16.0,2100.0
2026-02-08T12:07:34.060628,8.2,16.0,2100.0
2026-02-08T12:07:34.561924,9.8,16.0,2100.0
2026-02-08T12:07:35.062870,3.8,16.0,2100.0
2026-02-08T12:07:35.564540,6.6,16.0,2100.0
2026-02-08T12:07:36.065582,5.9,16.0,2100.0
2026-02-08T12:07:36.566373,13.1,16.0,2100.0
2026-02-08T12:07:37.068956,7.8,16.0,2100.0
2026-02-08T12:07:37.569850,8.8,16.0,2100.0
2026-02-08T12:07:38.070660,9.5,16.0,2100.0
2026-02-08T12:07:38.571147,7.5,16.0,2100.0
2026-02-08T12:07:39.071799,3.9,16.0,2100.0
2026-02-08T12:07:39.572941,7.4,16.0,2100.0
2026-02-08T12:07:40.073811,4.8,16.0,2100.0
2026-02-08T12:07:40.574305,10.0,16.0,2100.0
2026-02-08T12:07:41.074684,4.0,16.0,2100.0
2026-02-08T12:07:41.575286,3.9,16.0,2100.0
2026-02-08T12:07:42.076291,4.9,16.0,2100.0
2026-02-08T12:07:42.576866,7.3,16.0,2100.0
2026-02-08T12:07:43.078009,6.8,16.0,2100.0
2026-02-08T12:07:43.579319,11.0,16.0,2100.0
2026-02-08T12:07:44.080768,12.0,16.0,2100.0
2026-02-08T12:07:44.582618,6.9,16.0,2100.0
2026-02-08T12:07:45.083736,5.9,16.0,2100.0
2026-02-08T12:07:45.584744,7.3,16.0,2100.0
2026-02-08T12:07:46.085431,6.4,16.0,2100.0
2026-02-08T12:07:46.586414,7.8,16.0,2100.0
2026-02-08T12:07:47.087253,7.2,16.0,2100.0
2026-02-08T12:07:47.587825,8.8,16.0,2100.0
2026-02-08T12:07:48.088366,6.1,16.0,2100.0
2026-02-08T12:07:48.589144,5.0,16.0,2100.0
2026-02-08T12:07:49.089685,4.5,16.0,2100.0
2026-02-08T12:07:49.590465,7.8,16.0,2100.0
2026-02-08T12:07:50.091318,6.5,16.0,2100.0
2026-02-08T12:07:50.592151,6.0,16.0,2100.0
2026-02-08T12:07:51.092747,6.8,16.0,2100.0
2026-02-08T12:07:51.593235,4.7,16.0,2100.0
2026-02-08T12:07:52.093683,6.0,16.0,2100.0
2026-02-08T12:07:52.594704,5.2,16.0,2100.0
2026-02-08T12:07:53.095502,5.2,16.0,2100.0
2026-02-08T12:07:53.597466,7.2,16.0,2100.0
